ジェジュン、平成最後の『Mステ』で中島みゆき「化粧」をカバー！卒業目前の指原莉乃も登場,"ジェジュン、平成最後の『Mステ』で中島みゆき「化粧」をカバー！卒業目前の指原莉乃も登場
ジェジュンが、4月26日放送のタモリが司会を務..."
渋谷SOUND MUSEUM VISIONがGW怒涛のラインナップを発表,いよいよゴールデンウィーク直前。特別に長いGWとあって今年は各所でさまざまな催しが組まれており、楽しみにしている人も多いだろう。そんな...
トータルテンボス漫才ツアー開催決定、21年間で培ったものを“摘みとる”,「トータルテンボス全国漫才ツアー2019『CHATSUMI』」が9月29日（日）にスタートする。「トータルテンボス全国漫才ツアー201...
マツコ、朝の占いコーナーに「もうやめよう」と苦言 その理由に共感の声,24日放送の『かりそめ天国』（テレビ朝日系）でマツコ・デラックスと有吉弘行が、「芸能人○○ランキング」「朝の占いコーナー」に苦言を呈し...
堀ちえみ、退院を報告 10日ぶりに帰宅し「やっぱりお家は落ち着くなぁ~」,"4月16日に食道がんの手術を終え、入院していたタレント・堀ちえみが24日に更新した自身のアメブロで退院を報告した。

この日、堀は「本..."
「デカピンク」菊地美香 4月末で所属事務所の退所を報告 その後は「のんびり考えて」,"女優で歌手の菊地美香（35）が25日、自身のブログを更新。所属事務所を今月いっぱいで退所することを明かした。


女優の菊地美香

　..."
宇垣美里、TBS退社後の変化を明かす,【宇垣美里／モデルプレス＝4月25日】フリーアナウンサーの宇垣美里が25日、都内で開催されたオープニングセレモニーイベントに、俳優の遠...
リトグリ、イルカとコラボレーション 圧巻の歌声&華麗パフォーマンスに拍手喝采,【Little Glee Monster／モデルプレス＝4月25日】女性5人組ボーカルグループ・Little Glee Monster...
クレヨンしんちゃんとあいみょんがグッズでコラボ！ あいみょんが、『クレしん』タッチのキュートなキャラクターに大変身,"■「女性シンガーソングライターの中で、たぶん私がいちばんしんちゃんを好きです！」（あいみょん）
【画像】キーホルダーやTシャツなど、楽..."
スイッチ/XB1版『FINAL FANTASY XII THE ZODIAC AGE』配信開始ー拡張要素などが追加され再誕,スイッチ/XB1版『FINAL FANTASY XII THE ZODIAC AGE』配信開始ー拡張要素などが追加され再誕もっと画像を...
上白石萌歌『いだてん』決意の“増量”にエール続々 「前畑がんばれ！」,先クール放送され反響を呼んだドラマ『3年A組 ―今から皆さんは、人質です―』で自殺した水泳部のエースを演じた上白石萌歌が、再び水泳選手...
幻想的な世界観に引き込まれそう！人気コスプレイヤー・黒子ききの“FGO アーチャー・インフェルノ”コスプレに反響続々！,人気コスプレイヤー・黒子ききが自身のTwitterで23日、ゲーム作品『Fate/Grand Order』に登場するアーチャー・インフ...
滝沢カレン、外国人の彼氏はNG......その理由にホラン千秋も共感,ホラン千秋【写真：竹内みちまろ】　ホラン千秋が、23日放送の『グータンヌーボ2』（カンテレ）に出演。滝沢カレンが語る彼氏の条件に共感す...
タロンが歌うエルトンの名曲「ユア・ソング」お披露目！『ロケットマン』初映像,『ロケットマン』　（C）2018 Paramount Pictures. All rights reserved.もっと画像を見る『キ...
好きな日本のスポーツは○○！『ブラックリスト』ジェームズ・スペイダー インタビュー,スーパー！ドラマTVにて4月30日（火）より独占日本初放送となる『ブラックリスト』シーズン6。待望の新シーズンを迎えるにあたり、主演と...
『イースIX -Monstrum NOX-』発売日が9月26日に決定―今作では主人公「アドル」が黒髪に！？,『イースIX -Monstrum NOX-』発売日が9月26日に決定―今作では主人公「アドル」が黒髪に！？もっと画像を見る日本ファルコ...
「史上最強のえちえちメイド」美脚グラドル・緒方咲、最新DVDでファンの度肝を抜く,"4・5月のイベント&amp;情報

4/29(月)ミスジェニックイベント❤️https://t.co/4vFuQRiPWo

5/1(..."
aiko、FM802開局30周年のキャンペーンソング「メロンソーダ」のMV公開,aikoが作詞・作曲を担当する『FM802 × TSUTAYA ACCESS!』のキャンペーンソング、Radio Darlings「メ...
山本彩、＜日比谷音楽祭＞出演決定！,山本彩、＜日比谷音楽祭＞出演決定！山本彩が、6月1日（土）、2日（日）に開催される＜日比谷音楽祭＞に出演する。＜日比谷音楽祭＞は、実行...
「スッキリ」リポーターの中山美香、携帯に詐欺電話 050発信「警察はかけない」,日本テレビ系「スッキリ」のリポーターなどを務める中山美香が２４日、ブログを更新し、携帯に０５０から始まる詐欺電話がかかってきたことを報...
ジェジュン、平成最後の『Mステ』で中島みゆき「化粧」をカバー！卒業目前の指原莉乃も登場,"ジェジュン、平成最後の『Mステ』で中島みゆき「化粧」をカバー！卒業目前の指原莉乃も登場
ジェジュンが、4月26日放送のタモリが司会を務..."
渋谷SOUND MUSEUM VISIONがGW怒涛のラインナップを発表,いよいよゴールデンウィーク直前。特別に長いGWとあって今年は各所でさまざまな催しが組まれており、楽しみにしている人も多いだろう。そんな...
トータルテンボス漫才ツアー開催決定、21年間で培ったものを“摘みとる”,「トータルテンボス全国漫才ツアー2019『CHATSUMI』」が9月29日（日）にスタートする。「トータルテンボス全国漫才ツアー201...
マツコ、朝の占いコーナーに「もうやめよう」と苦言 その理由に共感の声,24日放送の『かりそめ天国』（テレビ朝日系）でマツコ・デラックスと有吉弘行が、「芸能人○○ランキング」「朝の占いコーナー」に苦言を呈し...
堀ちえみ、退院を報告 10日ぶりに帰宅し「やっぱりお家は落ち着くなぁ~」,"4月16日に食道がんの手術を終え、入院していたタレント・堀ちえみが24日に更新した自身のアメブロで退院を報告した。

この日、堀は「本..."
「デカピンク」菊地美香 4月末で所属事務所の退所を報告 その後は「のんびり考えて」,"女優で歌手の菊地美香（35）が25日、自身のブログを更新。所属事務所を今月いっぱいで退所することを明かした。


女優の菊地美香

　..."
宇垣美里、TBS退社後の変化を明かす,【宇垣美里／モデルプレス＝4月25日】フリーアナウンサーの宇垣美里が25日、都内で開催されたオープニングセレモニーイベントに、俳優の遠...
リトグリ、イルカとコラボレーション 圧巻の歌声&華麗パフォーマンスに拍手喝采,【Little Glee Monster／モデルプレス＝4月25日】女性5人組ボーカルグループ・Little Glee Monster...
クレヨンしんちゃんとあいみょんがグッズでコラボ！ あいみょんが、『クレしん』タッチのキュートなキャラクターに大変身,"■「女性シンガーソングライターの中で、たぶん私がいちばんしんちゃんを好きです！」（あいみょん）
【画像】キーホルダーやTシャツなど、楽..."
スイッチ/XB1版『FINAL FANTASY XII THE ZODIAC AGE』配信開始ー拡張要素などが追加され再誕,スイッチ/XB1版『FINAL FANTASY XII THE ZODIAC AGE』配信開始ー拡張要素などが追加され再誕もっと画像を...
上白石萌歌『いだてん』決意の“増量”にエール続々 「前畑がんばれ！」,先クール放送され反響を呼んだドラマ『3年A組 ―今から皆さんは、人質です―』で自殺した水泳部のエースを演じた上白石萌歌が、再び水泳選手...
